nomearq,modelo,custosub,custocustosub,custototal,tempo
Matrizes/matrizcusto10.json,HiGHS VRP CLASSICO,"[[0,6,3,5,7,4,9,2,8,1,0]]",[657.8484000000001],657.8484000000001,0.41866087913513184
Matrizes/matrizcusto10.json,HiGHS VRP MTZ 1v,"[[0,6,3,5,7,4,9,2,8,1,0]]",[657.8484000000001],657.8484000000001,0.518068790435791
Matrizes/matrizcusto10.json,HiGHS VRP MTZ 5v,"[[0,2,0],[0,3,0],[0,5,7,4,9,0],[0,6,0],[0,8,1,0]]","[128.9342,106.7213,492.5291,49.7856,229.93720000000002]",1007.9074,0.41494107246398926
Matrizes/matrizcusto10.json,HiGHS VRP MTZ TW,"[[0,5,4,0],[0,3,7,0],[0,2,8,1,0],[0,6,9,0]]","[348.06190000000004,348.74890000000005,230.1236,316.1724]",1243.1068,14.081366062164307
Matrizes/matrizcusto10.json,HiGHS VRP TW2,"[[0,6,2,8,1,0],[0,3,9,0],[0,4,7,5,0]]","[263.7903,287.1893,395.8831]",946.8627,27.962368965148926
